Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Toyota Fortuner,2005,0.5,2.08,8692,Diesel,Individual,Automatic,1
Hyundai Verna,2016,13.08,32.5,207714,Diesel,Dealer,Automatic,3
Ford EcoSport,2013,7.46,14.16,71600,Petrol,Individual,Manual,0
Volkswagen Polo,2005,1.06,2.76,88420,Petrol,Dealer,Automatic,3
Maruti Baleno,2008,4.36,15.94,217996,Diesel,Individual,Manual,2
Mahindra Scorpio,2010,6.35,25.78,123030,Petrol,Dealer,Automatic,1
Hyundai i20,2010,4.81,9.41,135672,Petrol,Individual,Automatic,2
Mahindra XUV500,2018,11.77,28.24,107689,CNG,Dealer,Manual,1
Toyota Corolla,2016,4.13,7.15,67670,Diesel,Individual,Manual,0
Maruti Baleno,2012,13.51,27.39,79258,CNG,Individual,Manual,0
Mahindra Scorpio,2018,7.38,12.97,110922,CNG,Dealer,Automatic,3
Mahindra XUV500,2023,25.78,34.65,115285,Diesel,Dealer,Manual,2
Volkswagen Polo,2007,8.1,22.92,17699,Diesel,Individual,Manual,3
Hyundai Verna,2005,1.11,3.0,128844,Petrol,Individual,Manual,3
Mahindra Scorpio,2009,2.28,5.79,52252,CNG,Individual,Manual,0
Maruti Swift,2015,12.34,25.84,113421,Petrol,Dealer,Automatic,1
Mahindra Scorpio,2006,3.13,11.51,11402,Diesel,Individual,Automatic,1
Maruti Swift,2006,4.19,10.45,19425,Diesel,Dealer,Automatic,1
Mahindra XUV500,2018,0.89,2.67,196967,Petrol,Individual,Manual,3
Mahindra XUV500,2011,9.13,28.81,155799,CNG,Individual,Manual,1
Kia Seltos,2009,7.94,33.12,36644,Diesel,Dealer,Automatic,0
Maruti Swift,2019,18.64,31.77,16202,Diesel,Individual,Automatic,1
Maruti Baleno,2023,8.84,18.03,160647,Diesel,Dealer,Manual,3
Renault Kwid,2014,7.72,20.54,151729,Petrol,Dealer,Manual,1
Ford EcoSport,2019,7.49,12.74,170278,Petrol,Individual,Manual,2
Toyota Fortuner,2012,4.86,9.84,41509,Diesel,Individual,Manual,0
Toyota Corolla,2016,5.5,13.6,46091,Petrol,Individual,Manual,3
Toyota Fortuner,2015,12.1,27.86,92063,CNG,Individual,Automatic,3
Hyundai Verna,2005,6.11,26.93,185653,Petrol,Dealer,Automatic,2
Hyundai Verna,2020,25.13,34.93,237843,Diesel,Individual,Manual,0
Hyundai Verna,2021,8.03,16.26,116764,Diesel,Individual,Automatic,2
Hyundai Verna,2022,3.08,5.36,187614,Diesel,Individual,Automatic,2
Maruti Swift,2012,11.64,33.11,143012,CNG,Dealer,Automatic,1
Skoda Rapid,2011,11.97,29.54,187572,CNG,Dealer,Manual,0
Honda City,2022,11.02,24.14,139405,CNG,Individual,Manual,0
Tata Nexon,2017,12.46,27.52,36786,Petrol,Dealer,Manual,1
Toyota Fortuner,2021,17.48,34.04,212080,Petrol,Dealer,Automatic,2
Maruti Swift,2005,3.25,14.08,144770,Petrol,Individual,Manual,1
Hyundai Verna,2023,10.86,22.21,173886,Diesel,Dealer,Automatic,2
Maruti Baleno,2018,8.4,23.01,63799,Diesel,Dealer,Manual,0
Maruti Baleno,2011,1.48,5.75,189566,CNG,Dealer,Manual,2
Tata Nexon,2007,11.79,27.26,183417,Diesel,Individual,Manual,1
Tata Nexon,2012,3.71,9.34,39361,CNG,Individual,Automatic,1
Hyundai Verna,2023,17.15,21.39,35932,Diesel,Individual,Manual,2
Toyota Corolla,2013,12.2,29.53,70158,Petrol,Individual,Manual,1
Maruti Baleno,2006,10.4,25.91,247930,Diesel,Individual,Manual,1
Ford EcoSport,2018,3.04,4.24,31015,CNG,Dealer,Automatic,3
Hyundai i20,2013,16.23,27.73,224248,CNG,Dealer,Manual,2
Kia Seltos,2021,10.7,21.11,127684,Petrol,Dealer,Manual,1
Hyundai Verna,2007,6.28,27.28,216661,Diesel,Individual,Manual,0
Mahindra XUV500,2008,6.63,26.08,114211,Diesel,Individual,Automatic,1
Maruti Swift,2020,7.75,15.15,115951,Diesel,Individual,Automatic,2
Maruti Swift,2007,4.81,16.45,46992,Petrol,Dealer,Automatic,0
Skoda Rapid,2008,2.66,11.04,150074,CNG,Individual,Automatic,3
Tata Nexon,2011,12.73,26.79,49345,CNG,Individual,Automatic,3
Maruti Swift,2007,2.6,10.06,45878,Diesel,Dealer,Automatic,3
Toyota Corolla,2012,9.81,32.79,140973,Diesel,Individual,Manual,1
Hyundai i20,2021,3.77,8.29,180778,Petrol,Individual,Automatic,1
Toyota Corolla,2021,8.49,14.56,239261,CNG,Individual,Manual,0
Mahindra XUV500,2008,4.14,16.4,41126,CNG,Individual,Manual,0
Kia Seltos,2017,13.44,22.2,103453,CNG,Individual,Manual,2
Mahindra Scorpio,2017,20.17,31.14,144558,Diesel,Dealer,Automatic,2
Toyota Corolla,2009,4.59,18.13,48336,CNG,Dealer,Automatic,1
Renault Kwid,2010,1.89,4.4,65840,Petrol,Dealer,Manual,3
Toyota Fortuner,2015,8.37,21.62,139923,Petrol,Dealer,Manual,0
Mahindra Scorpio,2010,6.89,29.43,243198,Petrol,Dealer,Automatic,2
Mahindra XUV500,2013,19.39,34.32,208729,Petrol,Dealer,Manual,1
Hyundai i20,2006,4.01,12.97,133885,Petrol,Individual,Manual,1
Mahindra XUV500,2011,7.91,16.65,95941,CNG,Dealer,Manual,0
Toyota Fortuner,2022,4.48,7.75,244647,CNG,Dealer,Manual,0
Toyota Corolla,2008,6.09,14.02,94627,Diesel,Individual,Automatic,0
Kia Seltos,2011,1.19,4.68,14304,Petrol,Individual,Automatic,2
Maruti Baleno,2017,15.87,24.65,131031,Diesel,Individual,Manual,1
Maruti Baleno,2013,9.76,16.29,107092,Diesel,Individual,Automatic,0
Skoda Rapid,2010,8.26,20.98,226648,CNG,Individual,Automatic,2
Volkswagen Polo,2008,6.93,15.29,206011,CNG,Individual,Automatic,0
Maruti Swift,2022,11.37,28.36,120370,Diesel,Dealer,Automatic,1
Mahindra XUV500,2022,5.77,10.93,32967,Petrol,Dealer,Manual,2
Skoda Rapid,2008,10.39,31.03,187997,Diesel,Individual,Automatic,0
Toyota Fortuner,2011,8.21,22.5,143241,Diesel,Individual,Manual,2
Kia Seltos,2007,4.24,14.4,37419,Petrol,Dealer,Manual,0
Ford EcoSport,2017,11.52,18.74,33702,Diesel,Individual,Manual,1
Ford EcoSport,2015,9.57,29.67,125334,Petrol,Dealer,Automatic,1
Kia Seltos,2017,3.52,6.16,67175,CNG,Individual,Automatic,3
Honda City,2008,1.82,5.36,64886,Petrol,Individual,Automatic,0
Toyota Corolla,2008,8.58,20.09,230648,CNG,Individual,Manual,2
Ford EcoSport,2018,18.02,27.11,217360,CNG,Dealer,Automatic,2
Toyota Corolla,2019,6.84,13.07,226288,CNG,Dealer,Automatic,2
Toyota Fortuner,2015,6.59,10.69,104074,Petrol,Individual,Manual,2
Renault Kwid,2011,7.52,25.9,247898,CNG,Individual,Manual,1
Kia Seltos,2022,10.31,20.87,95485,Diesel,Dealer,Automatic,1
Hyundai Verna,2011,8.86,25.6,122922,Diesel,Dealer,Manual,3
Maruti Swift,2008,5.71,19.34,141615,Petrol,Dealer,Manual,1
Tata Nexon,2009,12.71,30.8,226699,CNG,Individual,Automatic,0
Skoda Rapid,2020,3.25,6.27,77392,CNG,Dealer,Automatic,2
Maruti Baleno,2013,7.46,13.6,206301,CNG,Dealer,Automatic,0
Toyota Fortuner,2014,3.46,8.81,147552,CNG,Individual,Automatic,2
Volkswagen Polo,2022,18.76,25.09,95710,Petrol,Dealer,Manual,3
Hyundai i20,2011,7.29,20.91,17937,CNG,Individual,Automatic,0
Maruti Baleno,2012,12.11,32.05,173694,CNG,Individual,Manual,1
Ford EcoSport,2010,12.86,27.35,206657,Petrol,Dealer,Automatic,3
Maruti Baleno,2015,13.73,31.26,39889,CNG,Dealer,Manual,1
Hyundai Verna,2022,23.78,28.89,11473,CNG,Individual,Manual,2
Mahindra XUV500,2008,4.93,16.17,197796,CNG,Dealer,Automatic,2
Volkswagen Polo,2016,11.88,19.77,91843,CNG,Individual,Manual,1
Hyundai Verna,2010,5.03,20.95,215995,Petrol,Dealer,Manual,0
Kia Seltos,2013,9.12,26.69,5184,Petrol,Individual,Automatic,1
Renault Kwid,2021,9.95,21.1,121775,Petrol,Dealer,Automatic,1
Mahindra Scorpio,2010,1.75,3.94,83872,Petrol,Dealer,Automatic,3
Mahindra XUV500,2020,5.71,11.43,94751,Diesel,Individual,Manual,2
Kia Seltos,2023,20.05,32.6,89458,CNG,Individual,Manual,3
Ford EcoSport,2014,6.54,13.4,43286,Diesel,Individual,Manual,3
Skoda Rapid,2005,6.37,21.77,28395,CNG,Dealer,Automatic,1
Maruti Baleno,2017,9.47,15.29,144830,Diesel,Individual,Manual,0
Mahindra XUV500,2007,0.97,3.98,204859,Diesel,Dealer,Manual,0
Mahindra Scorpio,2014,4.16,10.73,119186,Diesel,Dealer,Automatic,2
Hyundai Verna,2022,12.92,16.83,99467,Petrol,Individual,Automatic,0
Tata Nexon,2023,10.07,21.52,77613,CNG,Individual,Manual,3
Toyota Corolla,2019,1.21,3.41,197815,CNG,Individual,Manual,3
Tata Nexon,2005,7.49,21.24,87632,Petrol,Individual,Automatic,1
Kia Seltos,2006,4.54,18.81,248990,Diesel,Dealer,Manual,2
Mahindra XUV500,2020,13.79,23.85,85145,CNG,Dealer,Automatic,0
Toyota Corolla,2014,3.45,9.9,134327,CNG,Individual,Manual,1
Maruti Baleno,2020,5.69,7.28,93789,CNG,Individual,Manual,0
Maruti Baleno,2016,11.22,24.0,98847,Petrol,Individual,Automatic,3
Maruti Baleno,2013,12.34,29.0,163352,Diesel,Dealer,Manual,2
Toyota Fortuner,2019,1.76,4.24,22153,Diesel,Dealer,Automatic,0
Skoda Rapid,2012,6.08,14.32,33887,Petrol,Individual,Automatic,2
Toyota Corolla,2008,6.51,25.18,144333,CNG,Dealer,Manual,1
Hyundai Verna,2012,12.69,28.94,48724,Petrol,Dealer,Manual,3
Volkswagen Polo,2020,7.77,16.2,109922,CNG,Dealer,Manual,0
Toyota Fortuner,2012,16.7,32.89,35694,Diesel,Dealer,Manual,1
Maruti Swift,2014,17.0,34.97,181969,CNG,Individual,Automatic,2
Renault Kwid,2018,2.55,5.08,219680,Diesel,Individual,Manual,1
Ford EcoSport,2020,10.57,13.93,99194,CNG,Dealer,Automatic,1
Ford EcoSport,2020,7.91,19.55,129716,Diesel,Individual,Manual,1
Hyundai i20,2018,9.19,13.77,184269,Diesel,Individual,Manual,0
Mahindra Scorpio,2017,12.84,21.29,125631,CNG,Individual,Automatic,2
Mahindra XUV500,2020,10.68,15.14,126401,Petrol,Dealer,Automatic,2
Kia Seltos,2021,2.9,6.57,73531,Diesel,Dealer,Automatic,3
Volkswagen Polo,2018,13.09,25.7,61790,Petrol,Dealer,Automatic,3
Maruti Swift,2006,6.51,21.79,14815,CNG,Dealer,Automatic,0
Skoda Rapid,2017,2.48,4.21,126347,CNG,Individual,Manual,1
Toyota Corolla,2014,12.18,19.38,41476,Diesel,Dealer,Manual,2
Mahindra Scorpio,2019,10.47,16.19,184357,Diesel,Individual,Manual,0
Kia Seltos,2020,13.43,22.32,83609,CNG,Dealer,Manual,3
Toyota Fortuner,2006,10.74,26.23,141037,CNG,Dealer,Manual,1
Hyundai i20,2017,16.92,30.74,167352,Diesel,Individual,Manual,3
Toyota Corolla,2007,6.41,26.53,139815,CNG,Dealer,Automatic,2
Maruti Swift,2014,8.21,25.24,82001,Diesel,Individual,Automatic,3
Hyundai Verna,2011,2.25,7.72,204884,Diesel,Individual,Automatic,0
Volkswagen Polo,2015,1.5,3.63,90666,Petrol,Individual,Manual,3
Mahindra Scorpio,2006,0.8,3.5,224460,Petrol,Dealer,Manual,0
Hyundai i20,2016,10.53,30.97,245879,Petrol,Dealer,Automatic,0
Mahindra Scorpio,2008,11.57,29.77,227352,Diesel,Individual,Manual,0
Hyundai Verna,2013,9.62,23.9,240382,CNG,Individual,Manual,3
Hyundai Verna,2010,6.76,25.89,196432,CNG,Individual,Automatic,2
Kia Seltos,2019,25.3,33.68,19860,Diesel,Individual,Manual,3
Mahindra XUV500,2022,16.15,32.97,223008,Diesel,Individual,Manual,2
Honda City,2007,1.69,5.51,131440,CNG,Individual,Automatic,3
Maruti Swift,2017,22.27,33.67,155933,Diesel,Dealer,Automatic,1
Ford EcoSport,2015,2.79,8.78,102686,CNG,Dealer,Automatic,1
Maruti Baleno,2022,9.83,24.3,194300,Petrol,Individual,Manual,1
Ford EcoSport,2006,8.35,20.65,70994,Diesel,Dealer,Automatic,2
Honda City,2005,7.5,33.62,125356,CNG,Individual,Automatic,2
Honda City,2006,2.45,8.49,12711,Petrol,Dealer,Automatic,2
Mahindra XUV500,2018,2.18,5.15,126315,Petrol,Individual,Manual,0
Kia Seltos,2019,15.25,23.15,222922,CNG,Individual,Automatic,3
Mahindra Scorpio,2018,20.66,28.76,27880,Diesel,Dealer,Automatic,1
Honda City,2007,7.62,21.1,74192,CNG,Dealer,Manual,1
Honda City,2022,11.72,20.53,244494,Petrol,Individual,Automatic,0
Ford EcoSport,2011,14.99,33.61,71786,CNG,Individual,Automatic,3
Hyundai i20,2013,6.89,24.15,119869,Diesel,Dealer,Manual,0
Toyota Fortuner,2006,9.31,28.65,130019,CNG,Dealer,Manual,0
Mahindra Scorpio,2017,6.7,11.01,7821,CNG,Dealer,Automatic,2
Mahindra Scorpio,2023,9.48,13.39,228626,Diesel,Dealer,Automatic,1
Hyundai i20,2022,7.44,10.65,89224,Diesel,Individual,Automatic,2
Mahindra XUV500,2008,7.12,30.04,239482,Petrol,Individual,Manual,3
Ford EcoSport,2008,3.23,10.83,228494,Diesel,Dealer,Automatic,0
Honda City,2014,13.69,28.04,212994,Diesel,Dealer,Automatic,0
Ford EcoSport,2011,5.74,12.81,211946,Diesel,Dealer,Manual,2
Skoda Rapid,2006,4.8,22.84,54336,Diesel,Individual,Automatic,0
Hyundai i20,2014,17.6,28.55,133993,CNG,Dealer,Manual,1
Tata Nexon,2005,3.39,16.95,241888,Diesel,Individual,Manual,3
Renault Kwid,2021,10.14,15.97,20494,CNG,Dealer,Manual,1
Maruti Swift,2019,9.57,19.14,10166,Diesel,Individual,Automatic,1
Tata Nexon,2011,7.2,20.06,158515,Diesel,Dealer,Automatic,0
